"","taphonomyValues","startAge","days"
"727",0.683053477397306,600,60
"728",0.676933170233149,600,60
"729",0.690486342336282,600,60
"730",0.709889265889904,600,60
"731",0.678663044172412,600,60
"732",0.684037978720854,600,60
"733",0.687973246452161,600,60
"734",0.685216594733795,600,60
"735",0.677703242567445,600,60
"736",0.689143417953169,600,60
"737",0.675154049846757,600,60
"738",0.654479218587699,600,60
"739",0.664477953328971,600,60
"740",0.684521427930657,600,60
"741",0.687768242082209,600,60
"742",0.698363173378315,600,60
"743",0.732062067835938,600,60
"744",0.717277395113509,600,60
"745",0.66974947606409,600,60
"746",0.711680650060667,600,60
"747",0.723420809690916,600,60
"748",0.689993518285782,600,60
"749",0.697190560532847,600,60
"750",0.674207222653991,600,60
"751",0.695197512386741,600,60
"752",0.693247950429682,600,60
"753",0.707187806637286,600,60
"754",0.695113448294841,600,60
"755",0.6896074259424,600,60
"756",0.701114156071229,600,60
"757",0.696228911990757,600,60
"758",0.645093954327259,600,60
"759",0.664434748334828,600,60
"760",0.672890238659458,600,60
"761",0.667765685059055,600,60
"762",0.714820074969328,600,60
"763",0.716377412017247,600,60
"764",0.677979232225396,600,60
"765",0.703487709584432,600,60
"766",0.705638542400147,600,60
"767",0.699365331577658,600,60
"768",0.680814930530794,600,60
"769",0.684218276927922,600,60
"770",0.698122965537921,600,60
"771",0.679862813311224,600,60
"772",0.684501758125898,600,60
"773",0.686201124771168,600,60
"774",0.710827392810096,600,60
"775",0.678552456237215,600,60
"776",0.687709321049478,600,60
"777",0.708415229619499,600,60
"778",0.639306440922739,600,60
"779",0.699346025269191,600,60
"780",0.715467478327461,600,60
"781",0.639116082138049,600,60
"782",0.681950675118932,600,60
"783",0.713846040164648,600,60
"784",0.689523359543304,600,60
"785",0.689140735200074,600,60
"786",0.68763788339234,600,60
"787",0.695656931638114,600,60
"788",0.724541880005863,600,60
"789",0.688275641870144,600,60
"790",0.691515248159127,600,60
"791",0.680387149211146,600,60
"792",0.676625051034781,600,60
"793",0.703017694574819,600,60
"794",0.694132952779615,600,60
"795",0.683111984490632,600,60
"796",0.700794380404919,600,60
"797",0.678008936803454,600,60
"798",0.664152071191236,600,60
"799",0.652757152704351,600,60
"800",0.67404834572814,600,60
"801",0.70252781587285,600,60
"802",0.695130050650224,600,60
"803",0.649218489054159,600,60
"804",0.670213686197441,600,60
"805",0.66700612978943,600,60
"806",0.681670665166323,600,60
"807",0.659449627759809,600,60
"808",0.684539139970722,600,60
"809",0.69451470389063,600,60
"810",0.683328003609448,600,60
"811",0.697855651319236,600,60
"812",0.696118682262669,600,60
"813",0.661296489347521,600,60
"814",0.705478641660859,600,60
"815",0.698578271239967,600,60
"816",0.665504128098826,600,60
"817",0.675065224634679,600,60
"818",0.665181077256065,600,60
"819",0.687591901118351,600,60
"820",0.667186647057375,600,60
"821",0.682594835559111,600,60
"822",0.682299583552593,600,60
"823",0.710315623335366,600,60
"824",0.712938113855845,600,60
"825",0.684856142245303,600,60
"826",0.704079333268766,600,60
"827",0.673675303899629,600,60
"828",0.700509727507678,600,60
"829",0.709918424693685,600,60
"830",0.674227115087456,600,60
"831",0.681364848416873,600,60
"832",0.706975319117774,600,60
"833",0.69327467901215,600,60
"834",0.706409839700991,600,60
"835",0.680249706081453,600,60
"836",0.687503173969883,600,60
"837",0.702069743142778,600,60
"838",0.700440204540086,600,60
"839",0.686414726888723,600,60
"840",0.689095301405519,600,60
"841",0.711723584653454,600,60
"842",0.67541636386128,600,60
"843",0.677691767035383,600,60
"844",0.718964369821351,600,60
"845",0.697136178255332,600,60
"846",0.708930194584807,600,60
"847",0.697577068398922,600,60
"848",0.683250665122068,600,60
"849",0.644863008378418,600,60
"850",0.671775981059479,600,60
"851",0.679430599280307,600,60
"852",0.688686596869416,600,60
"853",0.700285614540454,600,60
"854",0.665882524813145,600,60
"855",0.731364264813021,600,60
"856",0.65724278375468,600,60
"857",0.710733062827357,600,60
"858",0.693035479614432,600,60
"859",0.697836942917842,600,60
"860",0.696488088598303,600,60
"861",0.676252152609498,600,60
"862",0.672654592369561,600,60
"863",0.660868170896324,600,60
"864",0.654240219549958,600,60
"865",0.685610089534613,600,60
"866",0.651183212223197,600,60
"867",0.6818642847286,600,60
"868",0.71553918808386,600,60
"869",0.693489187066483,600,60
"870",0.643340046850777,600,60
"871",0.684478216768213,600,60
"872",0.688641491645441,600,60
"873",0.703899280267421,600,60
"874",0.702540165941938,600,60
"875",0.705462577453235,600,60
"876",0.668787454140172,600,60
"877",0.695541046109426,600,60
"878",0.668184798939951,600,60
"879",0.666106049446159,600,60
"880",0.693583303259636,600,60
"881",0.684600605018311,600,60
"882",0.665934691276763,600,60
"883",0.726453986353141,600,60
"884",0.698003009187559,600,60
"885",0.67654005526993,600,60
"886",0.668653281333265,600,60
"887",0.728631154885607,600,60
"888",0.690190370244242,600,60
"889",0.667623243399809,600,60
"890",0.691592651424701,600,60
"891",0.692468727772175,600,60
"892",0.700505723213751,600,60
"893",0.711006230925966,600,60
"894",0.687397530869368,600,60
"895",0.695535439667017,600,60
"896",0.685889437229927,600,60
"897",0.667854367615233,600,60
"898",0.668406633503593,600,60
"899",0.654670627356112,600,60
"900",0.688566776277454,600,60
"901",0.71521074548626,600,60
"902",0.674682306460903,600,60
"903",0.685608570116448,600,60
"904",0.717646760419118,600,60
"905",0.702925925882787,600,60
"906",0.702597722587385,600,60
"907",0.70005952914517,600,60
"908",0.676983055271056,600,60
"909",0.66374676339135,600,60
"910",0.642664141048729,600,60
"911",0.695021706990049,600,60
"912",0.70525540995116,600,60
"913",0.664781689198105,600,60
"914",0.680403935386951,600,60
"915",0.657188967195137,600,60
"916",0.708367143496754,600,60
"917",0.693460447511493,600,60
"918",0.671767779870538,600,60
"919",0.688966880961593,600,60
"920",0.680717170186969,600,60
"921",0.717915556652723,600,60
"922",0.657026956333332,600,60
"923",0.683926952183367,600,60
"924",0.681898915393954,600,60
"925",0.693973812384443,600,60
"926",0.668468950927663,600,60
